Pattern,Components,Score,PrimeProduct
Qx2 + 5x2 + 9,pair_high=Q;pair_low=5;kicker=9,2791,894691
Jx2 + A + 7 + 2,"pair=J;kickers=A,7,2",4030,896506
High card: KQT82,"ranks=K,Q,T,8,2",6726,896954
Qx2 + 8 + 6 + 4,"pair=Q;kickers=8,6,4",3957,898535
6x2 + T + 9 + 8,"pair=6;kickers=T,9,8",5250,898909
High card: QJ765,"ranks=Q,J,7,6,5",7071,899899
Tx3 + K + 2,"trips=T;kickers=K,2",1894,900358
Tx2 + Q + 6 + 4,"pair=T;kickers=Q,6,4",4333,901945
High card: AJT63,"ranks=A,J,T,6,3",6490,902451
High card: AK854,"ranks=A,K,8,5,4",6324,902615
Ax2 + 5x2 + 6,pair_high=A;pair_low=5;kicker=6,2563,906059
7x2 + K + J + 4,"pair=7;kickers=K,J,4",4935,906685
High card: AKT72,"ranks=A,K,T,7,2",6283,907166
Kx2 + 8 + 7 + 3,"pair=K;kickers=8,7,3",3734,907647
High card: AQ764,"ranks=A,Q,7,6,4",6451,908765
6x2 + K + J + 5,"pair=6;kickers=K,J,5",5154,908831
8x3 + K + 4,"trips=8;kickers=K,4",2024,908905
Kx2 + 9 + 5 + 4,"pair=K;kickers=9,5,4",3725,910385
Jx2 + 9x2 + 3,pair_high=J;pair_low=9;kicker=3,2851,910803
High card: Q9875,"ranks=Q,9,8,7,5",7148,911183
49 + 5,quad=9;kicker=5,79,912247
8x2 + A + 6 + 5,"pair=8;kickers=A,6,5",4691,912373
Jx2 + Q + 5 + 4,"pair=J;kickers=Q,5,4",4116,912485
High card: AT983,"ranks=A,T,9,8,3",6558,913767
Tx2 + 9 + 7 + 5,"pair=T;kickers=9,7,5",4377,914641
7x2 + J + 8 + 6,"pair=7;kickers=J,8,6",5015,916487
9x2 + A + Q + 2,"pair=9;kickers=A,Q,2",4444,917662
6x2 + A + K + 4,"pair=6;kickers=A,K,4",5093,917785
48 + 6,quad=8;kicker=6,90,918731
Qx2 + J + 6 + 3,"pair=Q;kickers=J,6,3",3894,919677
High card: K9865,"ranks=K,9,8,6,5",6943,920227
4x2 + A + Q + J,"pair=4;kickers=A,Q,J",5536,921475
7x2 + A + 9 + 5,"pair=7;kickers=A,9,5",4902,921557
9x2 + K + T + 3,"pair=9;kickers=K,T,3",4503,921633
High card: KQT54,"ranks=K,Q,T,5,4",6736,923335
High card: AKJ53,"ranks=A,K,J,5,3",6261,923853
Qx2 + K + 7 + 2,"pair=Q;kickers=K,7,2",3855,924482
6x2 + Q + 9 + 7,"pair=6;kickers=Q,9,7",5202,926497
Jx3 + 9 + 2,"trips=J;kickers=9,2",1852,926782
6x3 + A + 8,"trips=6;kickers=A,8",2143,927707
8x2 + 7x2 + 9,pair_high=8;pair_low=7;kicker=9,3100,927979
Jx2 + 8 + 7 + 4,"pair=J;kickers=8,7,4",4173,929305
High card: AJT82,"ranks=A,J,T,8,2",6482,929798
8x2 + K + J + 3,"pair=8;kickers=K,J,3",4716,930291
Qx2 + 9 + 8 + 3,"pair=Q;kickers=9,8,3",3934,931209
Ax2 + K + 4 + 3,"pair=A;kickers=K,4,3",3378,932955
High card: QT865,"ranks=Q,T,8,6,5",7117,933317
Kx2 + Q + 6 + 2,"pair=K;kickers=Q,6,2",3639,933658
Tx2 + Q + 9 + 3,"pair=T;kickers=Q,9,3",4319,934743
6x3 + K + 9,"trips=6;kickers=K,9",2152,935693
Tx3 + 6 + 5,"trips=T;kickers=6,5",1930,936859
High card: KJT92,"ranks=K,J,T,9,2",6804,937802
High card: QJ964,"ranks=Q,J,9,6,4",7047,939455
High card: KT874,"ranks=K,T,8,7,4",6905,940355
High card: AQ973,"ranks=A,Q,9,7,3",6423,941811
Ax2 + 8 + 6 + 3,"pair=A;kickers=8,6,3",3518,943041
High card: AT765,"ranks=A,T,7,6,5",6590,943943
Qx2 + J + 8 + 2,"pair=Q;kickers=J,8,2",3886,947546
Jx2 + 5x2 + T,pair_high=J;pair_low=5;kicker=T,2889,947807
6x3 + Q + T,"trips=6;kickers=Q,T",2160,949003
8x2 + T + 7 + 6,"pair=8;kickers=T,7,6",4816,950521
Tx2 + Q + J + 2,"pair=T;kickers=Q,J,2",4313,951142
High card: AK963,"ranks=A,K,9,6,3",6307,951159
Jx3 + 7 + 3,"trips=J;kickers=7,3",1862,951171
9x2 + Q + 8 + 4,"pair=9;kickers=Q,8,4",4544,951235
9x2 + J + 7 + 5,"pair=9;kickers=J,7,5",4576,952679
Tx2 + 9x2 + 4,pair_high=T;pair_low=9;kicker=4,2938,954845
5x2 + K + Q + 8,"pair=5;kickers=K,Q,8",5364,955451
High card: AJT54,"ranks=A,J,T,5,4",6492,957145
High card: AQJ72,"ranks=A,Q,J,7,2",6375,958334
Tx2 + 5x2 + K,pair_high=T;pair_low=5;kicker=K,2975,959077
7x3 + T + 9,"trips=7;kickers=T,9",2110,960089
Qx2 + 7 + 6 + 5,"pair=Q;kickers=7,6,5",3966,961961
9x2 + A + 7 + 4,"pair=9;kickers=A,7,4",4468,962065
High card: KJT73,"ranks=K,J,T,7,3",6814,962481
8x2 + J + T + 4,"pair=8;kickers=J,T,4",4786,963815
High card: AQT63,"ranks=A,Q,T,6,3",6406,964689
Ax3 + 5 + 2,"trips=A;kickers=5,2",1672,964894
5x2 + A + K + 7,"pair=5;kickers=A,K,7",5311,966329
Ax2 + 4x2 + T,pair_high=A;pair_low=4;kicker=T,2570,966575
High card: AKJ62,"ranks=A,K,J,6,2",6259,967846
7x2 + K + Q + 4,"pair=7;kickers=K,Q,4",4927,969215
6x2 + K + Q + 5,"pair=6;kickers=K,Q,5",5146,971509
Ax2 + 8x2 + 2,pair_high=A;pair_low=8;kicker=2,2533,971618
8x2 + K + 7 + 5,"pair=8;kickers=K,7,5",4732,973063
9x2 + Q + J + 3,"pair=9;kickers=Q,J,3",4532,973617
Qx2 + J + 5 + 4,"pair=Q;kickers=J,5,4",3896,975415
High card: JT965,"ranks=J,T,9,6,5",7227,975821
Kx2 + 7 + 6 + 4,"pair=K;kickers=7,6,4",3747,978835
7x2 + Q + 8 + 6,"pair=7;kickers=Q,8,6",4987,979693
High card: AK982,"ranks=A,K,9,8,2",6299,979982
9x3 + 7 + 6,"trips=9;kickers=7,6",1991,980837
Qx3 + 6 + 3,"trips=Q;kickers=6,3",1800,983103
Tx2 + 7x2 + 6,pair_high=T;pair_low=7;kicker=6,2958,983411
Qx2 + 4x2 + A,pair_high=Q;pair_low=4;kicker=A,2798,985025
High card: AT964,"ranks=A,T,9,6,4",6566,985435
Jx2 + T + 8 + 3,"pair=J;kickers=T,8,3",4133,986493
High card: AKQ53,"ranks=A,K,Q,5,3",6225,987567
9x2 + T + 8 + 5,"pair=9;kickers=T,8,5",4592,988057
Kx2 + 9x2 + 2,pair_high=K;pair_low=9;kicker=2,2643,988418
6x2 + K + 8 + 7,"pair=6;kickers=K,8,7",5171,989417
5x2 + A + J + 8,"pair=5;kickers=A,J,8",5327,990437
Jx2 + Q + 9 + 2,"pair=J;kickers=Q,9,2",4100,990698
7x3 + A + 6,"trips=7;kickers=A,6",2078,990847
Kx2 + 4x2 + J,pair_high=K;pair_low=4;kicker=J,2690,992525
High card: QJ874,"ranks=Q,J,8,7,4",7058,993395
High card: AQT82,"ranks=A,Q,T,8,2",6398,993922
8x2 + K + Q + 3,"pair=8;kickers=K,Q,3",4708,994449
9x3 + J + 4,"trips=9;kickers=J,4",1975,994555
Jx2 + 7x2 + 5,pair_high=J;pair_low=7;kicker=5,2871,994903
Tx2 + J + 7 + 4,"pair=T;kickers=J,7,4",4357,997165
8x3 + J + 5,"trips=8;kickers=J,5",2040,997339
Tx3 + A + 2,"trips=T;kickers=A,2",1884,997694
Tx2 + K + 8 + 3,"pair=T;kickers=K,8,3",4289,998223
5x2 + K + J + 9,"pair=5;kickers=K,J,9",5371,998963
Ax2 + 8 + 5 + 4,"pair=A;kickers=8,5,4",3520,1000195
High card: KQT92,"ranks=K,Q,T,9,2",6720,1002478
High card: KJ864,"ranks=K,J,8,6,4",6853,1003255
Qx2 + 9 + 6 + 4,"pair=Q;kickers=9,6,4",3942,1004245
9x2 + 6x2 + T,pair_high=9;pair_low=6;kicker=T,3044,1004663
7x2 + A + J + 4,"pair=7;kickers=A,J,4",4890,1004705
Ax2 + T + 7 + 2,"pair=A;kickers=T,7,2",3479,1005238
High card: AK873,"ranks=A,K,8,7,3",6318,1005771
7x2 + K + T + 5,"pair=7;kickers=K,T,5",4941,1006733
6x2 + A + J + 5,"pair=6;kickers=A,J,5",5109,1007083
8x3 + A + 4,"trips=8;kickers=A,4",2014,1007165
High card: AK954,"ranks=A,K,9,5,4",6309,1008805
Qx3 + 8 + 2,"trips=Q;kickers=8,2",1792,1012894
5x2 + Q + J + T,"pair=5;kickers=Q,J,T",5406,1013173
8x2 + 6x2 + J,pair_high=8;pair_low=6;kicker=J,3109,1014101
Kx2 + 9 + 7 + 3,"pair=K;kickers=9,7,3",3719,1014429
8x2 + K + 9 + 4,"pair=8;kickers=K,9,4",4728,1015835
Qx2 + Tx2 + 2,pair_high=Q;pair_low=T;kicker=2,2742,1016738
Jx2 + Q + 7 + 3,"pair=J;kickers=Q,7,3",4110,1016769
Ax2 + 6x2 + 4,pair_high=A;pair_low=6;kicker=4,2553,1017005
9x2 + Q + 7 + 5,"pair=9;kickers=Q,7,5",4548,1018381
High card: A9865,"ranks=A,9,8,6,5",6615,1019711
9x2 + A + T + 3,"pair=9;kickers=A,T,3",4458,1021269
High card: AQT54,"ranks=A,Q,T,5,4",6408,1023155
Ax2 + J + 5 + 3,"pair=A;kickers=J,5,3",3457,1023729
7x2 + J + 9 + 6,"pair=7;kickers=J,9,6",5010,1024309
Qx2 + A + 7 + 2,"pair=Q;kickers=A,7,2",3810,1024426
8x3 + 9 + 6,"trips=8;kickers=9,6",2052,1026817
Jx2 + K + 6 + 3,"pair=J;kickers=K,6,3",4078,1026861
9x2 + K + 6 + 5,"pair=9;kickers=K,6,5",4516,1028489
High card: KQT73,"ranks=K,Q,T,7,3",6730,1028859
8x2 + Q + T + 4,"pair=8;kickers=Q,T,4",4758,1030285
8x2 + A + J + 3,"pair=8;kickers=A,J,3",4671,1030863
High card: JT875,"ranks=J,T,8,7,5",7238,1031849
Kx2 + J + 7 + 2,"pair=K;kickers=J,7,2",3671,1032226
Ax3 + 4 + 3,"trips=A;kickers=4,3",1673,1033815
Tx3 + 8 + 4,"trips=T;kickers=8,4",1922,1034195
High card: AKQ62,"ranks=A,K,Q,6,2",6223,1034594
6x3 + A + 9,"trips=6;kickers=A,9",2142,1036849
9x2 + 7x2 + 8,pair_high=9;pair_low=7;kicker=8,3034,1037153
Jx2 + 9 + 7 + 4,"pair=J;kickers=9,7,4",4158,1038635
Kx2 + T + 6 + 3,"pair=K;kickers=T,6,3",3702,1039071
High card: AJT92,"ranks=A,J,T,9,2",6476,1039186
High card: KJ983,"ranks=K,J,9,8,3",6830,1039737
Qx2 + 9x2 + 3,pair_high=Q;pair_low=9;kicker=3,2752,1040763
High card: AT874,"ranks=A,T,8,7,4",6577,1042015
Qx3 + 5 + 4,"trips=Q;kickers=5,4",1802,1042685
High card: QT965,"ranks=Q,T,9,6,5",7102,1043119
6x2 + J + T + 7,"pair=6;kickers=J,T,7",5224,1049191
High card: KT974,"ranks=K,T,9,7,4",6890,1050985
Ax2 + 9 + 6 + 3,"pair=A;kickers=9,6,3",3503,1053987
High card: QJT83,"ranks=Q,J,T,8,3",7018,1054527
47 + K,quad=7;kicker=K,96,1056757
Jx2 + K + 8 + 2,"pair=J;kickers=K,8,2",4070,1057978
Tx3 + J + 3,"trips=T;kickers=J,3",1910,1058529
5x2 + A + Q + 8,"pair=5;kickers=A,Q,8",5319,1058743
Qx2 + J + 9 + 2,"pair=Q;kickers=J,9,2",3880,1059022
Kx2 + 4x2 + Q,pair_high=K;pair_low=4;kicker=Q,2689,1060975
Qx2 + 8 + 7 + 4,"pair=Q;kickers=8,7,4",3953,1061905
Straight to T,"ranks=6,7,8,9,T",1604,1062347
Tx2 + 5x2 + A,pair_high=T;pair_low=5;kicker=A,2974,1062761
9x3 + Q + 4,"trips=9;kickers=Q,4",1967,1063145
7x2 + Q + J + 5,"pair=7;kickers=Q,J,5",4970,1063517
Kx3 + 5 + 3,"trips=K;kickers=5,3",1737,1063713
Jx2 + T + 6 + 4,"pair=J;kickers=T,6,4",4141,1063865
Tx2 + Q + 7 + 4,"pair=T;kickers=Q,7,4",4329,1065935
8x3 + Q + 5,"trips=8;kickers=Q,5",2032,1066121
High card: AJT73,"ranks=A,J,T,7,3",6486,1066533
5x2 + K + Q + 9,"pair=5;kickers=K,Q,9",5363,1067857
Tx2 + 8x2 + 5,pair_high=T;pair_low=8;kicker=5,2948,1070167
Kx2 + T + 8 + 2,"pair=K;kickers=T,8,2",3694,1070558
Ax2 + 5x2 + 7,pair_high=A;pair_low=5;kicker=7,2562,1070797
High card: KQ864,"ranks=K,Q,8,6,4",6769,1072445
Ax2 + J + 6 + 2,"pair=A;kickers=J,6,2",3455,1072478
7x2 + A + Q + 4,"pair=7;kickers=A,Q,4",4882,1073995
High card: KJ765,"ranks=K,J,7,6,5",6862,1074073
Tx2 + K + 6 + 4,"pair=T;kickers=K,6,4",4297,1076515
6x2 + A + Q + 5,"pair=6;kickers=A,Q,5",5101,1076537
High card: JT984,"ranks=J,T,9,8,4",7219,1077205
8x2 + A + 7 + 5,"pair=8;kickers=A,7,5",4687,1078259
Qx2 + 5x2 + T,pair_high=Q;pair_low=5;kicker=T,2790,1083047
7x3 + J + 8,"trips=7;kickers=J,8",2104,1083121
8x2 + 6x2 + Q,pair_high=8;pair_low=6;kicker=Q,3108,1084039
High card: AK764,"ranks=A,K,7,6,4",6331,1084655
48 + 7,quad=8;kicker=7,89,1085773
Ax2 + 9 + 8 + 2,"pair=A;kickers=9,8,2",3495,1085926
Qx2 + J + 7 + 3,"pair=Q;kickers=J,7,3",3890,1086891
High card: K9875,"ranks=K,9,8,7,5",6939,1087541
Tx2 + 6x2 + 8,pair_high=T;pair_low=6;kicker=8,2968,1088153
Jx2 + K + 5 + 4,"pair=J;kickers=K,5,4",4080,1089095
Ax2 + Q + 5 + 3,"pair=A;kickers=Q,5,3",3421,1094331
7x2 + Q + 9 + 6,"pair=7;kickers=Q,9,6",4982,1094951
9x2 + A + K + 2,"pair=9;kickers=A,K,2",4435,1095274
6x2 + A + 8 + 7,"pair=6;kickers=A,8,7",5126,1096381
High card: KQJ63,"ranks=K,Q,J,6,3",6706,1097679
4x2 + A + K + J,"pair=4;kickers=A,K,J",5527,1099825
Jx2 + 8 + 6 + 5,"pair=J;kickers=8,6,5",4176,1100869
8x2 + A + Q + 3,"pair=8;kickers=A,Q,3",4663,1101957
Kx2 + T + 5 + 4,"pair=K;kickers=T,5,4",3704,1102045
Jx2 + T + 9 + 3,"pair=J;kickers=T,9,3",4127,1102551
High card: QT875,"ranks=Q,T,8,7,5",7113,1103011
Kx2 + Q + 7 + 2,"pair=K;kickers=Q,7,2",3635,1103414
9x3 + T + 5,"trips=9;kickers=T,5",1981,1104299
6x2 + K + 9 + 7,"pair=6;kickers=K,9,7",5166,1105819
Tx2 + A + 8 + 3,"pair=T;kickers=A,8,3",4244,1106139
5x2 + A + J + 9,"pair=5;kickers=A,J,9",5326,1106959
Tx3 + 7 + 5,"trips=T;kickers=7,5",1926,1107197
High card: QJ974,"ranks=Q,J,9,7,4",7043,1110265
High card: AQT92,"ranks=A,Q,T,9,2",6392,1110854
High card: KQ983,"ranks=K,Q,9,8,3",6746,1111443
High card: AJ864,"ranks=A,J,8,6,4",6525,1111715
High card: KT865,"ranks=K,T,8,6,5",6908,1113959
Kx3 + 6 + 2,"trips=K;kickers=6,2",1735,1114366
Ax2 + 8 + 7 + 3,"pair=A;kickers=8,7,3",3514,1114503
8x2 + J + 9 + 5,"pair=8;kickers=J,9,5",4791,1114673
7x2 + A + T + 5,"pair=7;kickers=A,T,5",4896,1115569
Tx2 + K + 9 + 3,"pair=T;kickers=K,9,3",4283,1115661
Ax2 + 9 + 5 + 4,"pair=A;kickers=9,5,4",3505,1117865
6x3 + Jx2,trips=6;pair=J,266,1119371
High card: KJ964,"ranks=K,J,9,6,4",6838,1121285
6x2 + Q + T + 7,"pair=6;kickers=Q,T,7",5196,1121549
Jx3 + T + 2,"trips=J;kickers=T,2",1845,1121894
8x2 + 7x2 + T,pair_high=8;pair_low=7;kicker=T,3099,1123343
High card: AK973,"ranks=A,K,9,7,3",6303,1124097
8x2 + A + 9 + 4,"pair=8;kickers=A,9,4",4683,1125655
Qx2 + T + 8 + 3,"pair=Q;kickers=T,8,3",3913,1127253
High card: KQJ82,"ranks=K,Q,J,8,2",6698,1130942
Tx3 + Q + 3,"trips=T;kickers=Q,3",1902,1131531
Qx3 + 9 + 2,"trips=Q;kickers=9,2",1786,1132058
6x3 + K + T,"trips=6;kickers=K,T",2151,1132681
6x2 + J + 9 + 8,"pair=6;kickers=J,9,8",5229,1133407
Tx2 + K + J + 2,"pair=T;kickers=K,J,2",4277,1135234
9x2 + K + 8 + 4,"pair=9;kickers=K,8,4",4508,1135345
Qx2 + 7x2 + 5,pair_high=Q;pair_low=7;kicker=5,2772,1136863
High card: QJT64,"ranks=Q,J,T,6,4",7026,1137235
Jx2 + A + 6 + 3,"pair=J;kickers=A,6,3",4033,1137873
9x2 + A + 6 + 5,"pair=9;kickers=A,6,5",4471,1139677
High card: AQT73,"ranks=A,Q,T,7,3",6402,1140087
Kx2 + 5x2 + 8,pair_high=K;pair_low=5;kicker=8,2682,1140377
High card: AKJ72,"ranks=A,K,J,7,2",6255,1143818
Ax2 + Q + 6 + 2,"pair=A;kickers=Q,6,2",3419,1146442
9x2 + 8x2 + 6,pair_high=9;pair_low=8;kicker=6,3024,1147619
High card: KQ765,"ranks=K,Q,7,6,5",6778,1148147
High card: AKT63,"ranks=A,K,T,6,3",6286,1151403
High card: QT984,"ranks=Q,T,9,8,4",7094,1151495
High card: AJ983,"ranks=A,J,9,8,3",6502,1152141
High card: JT975,"ranks=J,T,9,7,5",7223,1153243
Tx3 + 9 + 4,"trips=T;kickers=9,4",1916,1155865
Kx2 + 7x2 + 4,pair_high=K;pair_low=7;kicker=4,2663,1156805
7x3 + Q + 8,"trips=7;kickers=Q,8",2096,1157819
9x3 + 7x2,trips=9;pair=7,233,1159171
Kx2 + 6x2 + 5,pair_high=K;pair_low=6;kicker=5,2673,1159543
Qx3 + 7 + 3,"trips=Q;kickers=7,3",1796,1161849
9x2 + K + J + 3,"pair=9;kickers=K,J,3",4496,1162059
7x3 + Tx2,trips=7;pair=T,255,1162213
High card: KQJ54,"ranks=K,Q,J,5,4",6708,1164205
High card: AT974,"ranks=A,T,9,7,4",6562,1164605
7x2 + K + 8 + 6,"pair=7;kickers=K,8,6",4951,1169311
47 + A,quad=7;kicker=A,95,1171001
Jx2 + A + 8 + 2,"pair=J;kickers=A,8,2",4025,1172354
Qx2 + K + 6 + 3,"pair=Q;kickers=K,6,3",3858,1173381
4x2 + A + K + Q,"pair=4;kickers=A,K,Q",5526,1175675
High card: QJ865,"ranks=Q,J,8,6,5",7061,1176791
High card: QJT93,"ranks=Q,J,T,9,3",7012,1178589
Kx2 + A + 5 + 3,"pair=K;kickers=A,5,3",3596,1178709
Tx2 + J + 6 + 5,"pair=T;kickers=J,6,5",4360,1181257
Jx2 + K + 9 + 2,"pair=J;kickers=K,9,2",4064,1182446
5x2 + A + Q + 9,"pair=5;kickers=A,Q,9",5318,1183301
High card: KJ874,"ranks=K,J,8,7,4",6849,1185665
High card: AKT82,"ranks=A,K,T,8,2",6278,1186294
Qx2 + 9 + 7 + 4,"pair=Q;kickers=9,7,4",3938,1186835
Kx2 + 8x2 + 3,pair_high=K;pair_low=8;kicker=3,2653,1186923
9x2 + T + 7 + 6,"pair=9;kickers=T,7,6",4596,1187329
High card: AQ864,"ranks=A,Q,8,6,4",6441,1188385
High card: AJ765,"ranks=A,J,7,6,5",6534,1190189
8x2 + Q + 9 + 5,"pair=8;kickers=Q,9,5",4763,1191547
Tx2 + A + 6 + 4,"pair=T;kickers=A,6,4",4252,1192895
Jx3 + 5x2,trips=J;pair=5,211,1195061
Tx2 + 9 + 8 + 5,"pair=T;kickers=9,8,5",4372,1196069
Kx2 + T + 9 + 2,"pair=K;kickers=T,9,2",3688,1196506
6x3 + Q + J,"trips=6;kickers=Q,J",2159,1196569
8x2 + J + 7 + 6,"pair=8;kickers=J,7,6",4795,1198483
High card: KQ964,"ranks=K,Q,9,6,4",6754,1198615
Jx2 + Q + T + 2,"pair=J;kickers=Q,T,2",4093,1199266
Ax2 + 7 + 6 + 4,"pair=A;kickers=7,6,4",3527,1201915
9x2 + J + T + 4,"pair=9;kickers=J,T,4",4566,1203935
High card: A9875,"ranks=A,9,8,7,5",6611,1205113
Jx2 + A + 5 + 4,"pair=J;kickers=A,5,4",4035,1206835
Qx2 + K + 8 + 2,"pair=Q;kickers=K,8,2",3850,1208938
5x2 + K + J + T,"pair=5;kickers=K,J,T",5370,1209271
7x3 + J + 9,"trips=7;kickers=J,9",2103,1210547
6x2 + Q + 9 + 8,"pair=6;kickers=Q,9,8",5201,1211573
8x3 + 9 + 7,"trips=8;kickers=9,7",2051,1213511
Tx2 + K + Q + 2,"pair=T;kickers=K,Q,2",4269,1213526
Jx2 + K + 7 + 3,"pair=J;kickers=K,7,3",4074,1213563
Ax2 + 9x2 + 2,pair_high=A;pair_low=9;kicker=2,2522,1213682
Jx2 + 8x2 + 4,pair_high=J;pair_low=8;kicker=4,2861,1215245
9x2 + K + 7 + 5,"pair=9;kickers=K,7,5",4512,1215487
Qx2 + T + 6 + 4,"pair=Q;kickers=T,6,4",3921,1215665
Tx2 + 6x2 + 9,pair_high=T;pair_low=6;kicker=9,2967,1216171
High card: AQJ63,"ranks=A,Q,J,6,3",6378,1216347
Ax2 + 4x2 + J,pair_high=A;pair_low=4;kicker=J,2569,1218725
High card: AKT54,"ranks=A,K,T,5,4",6288,1221185
High card: AKQ72,"ranks=A,K,Q,7,2",6219,1222702
6x2 + A + 9 + 7,"pair=6;kickers=A,9,7",5121,1225367
Kx2 + T + 7 + 3,"pair=K;kickers=T,7,3",3698,1227993
8x2 + K + T + 4,"pair=8;kickers=K,T,4",4722,1229695
Jx2 + 9 + 6 + 5,"pair=J;kickers=9,6,5",4161,1230383
High card: AQ983,"ranks=A,Q,9,8,3",6418,1231599
High card: QT975,"ranks=Q,T,9,7,5",7098,1232777
High card: AT865,"ranks=A,T,8,6,5",6580,1234387
Kx2 + A + 6 + 2,"pair=K;kickers=A,6,2",3594,1234838
Tx2 + A + 9 + 3,"pair=T;kickers=A,9,3",4238,1236273
7x2 + J + T + 6,"pair=7;kickers=J,T,6",5004,1239953
9x2 + K + Q + 3,"pair=9;kickers=K,Q,3",4488,1242201
High card: AJ964,"ranks=A,J,9,6,4",6510,1242505
8x3 + T + 6,"trips=8;kickers=T,6",2046,1242989
Jx3 + 8 + 3,"trips=J;kickers=8,3",1857,1243839
Qx2 + K + 5 + 4,"pair=Q;kickers=K,5,4",3860,1244495
High card: KT965,"ranks=K,T,9,6,5",6893,1245013
Ax2 + 9 + 7 + 3,"pair=A;kickers=9,7,3",3499,1245621
9x2 + J + 8 + 5,"pair=9;kickers=J,8,5",4571,1245811
High card: AQJ82,"ranks=A,Q,J,8,2",6370,1253206
6x3 + A + T,"trips=6;kickers=A,T",2141,1255133
7x2 + T + 9 + 8,"pair=7;kickers=T,9,8",5030,1255501
Jx2 + T + 7 + 4,"pair=J;kickers=T,7,4",4137,1257295
Qx2 + 8 + 6 + 5,"pair=Q;kickers=8,6,5",3956,1257949
Tx2 + A + J + 2,"pair=T;kickers=A,J,2",4232,1257962
9x2 + A + 8 + 4,"pair=9;kickers=A,8,4",4463,1258085
High card: KJT83,"ranks=K,J,T,8,3",6809,1258629
Qx2 + T + 9 + 3,"pair=Q;kickers=T,9,3",3907,1259871
Tx2 + Q + 6 + 5,"pair=T;kickers=Q,6,5",4332,1262723
5x2 + A + K + 8,"pair=5;kickers=A,K,8",5310,1263661
High card: KQJ92,"ranks=K,Q,J,9,2",6692,1263994
Kx3 + 4x2,trips=K;pair=4,188,1266325
9x2 + 6x2 + J,pair_high=9;pair_low=6;kicker=J,3043,1266749
High card: KQ874,"ranks=K,Q,8,7,4",6765,1267435
Ax2 + J + 7 + 2,"pair=A;kickers=J,7,2",3451,1267474
9x3 + K + 4,"trips=9;kickers=K,4",1958,1268915
7x2 + K + J + 5,"pair=7;kickers=K,J,5",4934,1269359
Tx2 + K + 7 + 4,"pair=T;kickers=K,7,4",4293,1272245
High card: AQ765,"ranks=A,Q,7,6,5",6450,1272271
8x3 + K + 5,"trips=8;kickers=K,5",2023,1272467
Kx2 + 5x2 + 9,pair_high=K;pair_low=5;kicker=9,2681,1274539
Ax2 + T + 6 + 3,"pair=A;kickers=T,6,3",3482,1275879
Jx2 + 5x2 + Q,pair_high=J;pair_low=5;kicker=Q,2888,1277479
6x3 + Qx2,trips=6;pair=Q,265,1279091
Kx2 + 8 + 6 + 4,"pair=K;kickers=8,6,4",3737,1280015
8x2 + Q + 7 + 6,"pair=8;kickers=Q,7,6",4767,1281137
7x2 + A + K + 4,"pair=7;kickers=A,K,4",4873,1281865
Qx2 + J + T + 2,"pair=Q;kickers=J,T,2",3873,1281974
9x3 + 8 + 6,"trips=9;kickers=8,6",1986,1282633
6x2 + A + K + 5,"pair=6;kickers=A,K,5",5092,1284899
Tx2 + 8 + 7 + 6,"pair=T;kickers=8,7,6",4391,1285999
9x2 + Q + T + 4,"pair=9;kickers=Q,T,4",4538,1286965
9x2 + A + J + 3,"pair=9;kickers=A,J,3",4451,1287687
High card: AQJ54,"ranks=A,Q,J,5,4",6380,1290065
5x2 + K + Q + T,"pair=5;kickers=K,Q,T",5362,1292669
8x2 + 6x2 + K,pair_high=8;pair_low=6;kicker=K,3107,1293853
7x3 + Q + 9,"trips=7;kickers=Q,9",2095,1294033
7x2 + A + 8 + 6,"pair=7;kickers=A,8,6",4906,1295723
High card: KQJ73,"ranks=K,Q,J,7,3",6702,1297257
8x2 + Q + J + 4,"pair=8;kickers=Q,J,4",4751,1299055
Qx2 + A + 6 + 3,"pair=Q;kickers=A,6,3",3813,1300233
Jx2 + 8 + 7 + 5,"pair=J;kickers=8,7,5",4172,1301027
Ax2 + 4x2 + Q,pair_high=A;pair_low=4;kicker=Q,2568,1302775
Tx2 + J + 8 + 4,"pair=T;kickers=J,8,4",4352,1303985
Ax2 + K + 5 + 3,"pair=A;kickers=K,5,3",3376,1306137
7x2 + K + 9 + 6,"pair=7;kickers=K,9,6",4946,1306877
Kx2 + J + 6 + 3,"pair=K;kickers=J,6,3",3674,1310133
Jx2 + A + 9 + 2,"pair=J;kickers=A,9,2",4019,1310278
High card: AJ874,"ranks=A,J,8,7,4",6521,1313845
Ax2 + T + 8 + 2,"pair=A;kickers=T,8,2",3474,1314542
High card: QJ965,"ranks=Q,J,9,6,5",7046,1315237
8x2 + A + K + 3,"pair=8;kickers=A,K,3",4654,1315239
High card: KT875,"ranks=K,T,8,7,5",6904,1316497
Kx3 + 7 + 2,"trips=K;kickers=7,2",1731,1316978
Jx2 + 6x2 + 7,pair_high=J;pair_low=6;kicker=7,2881,1322893
High card: KJ974,"ranks=K,J,9,7,4",6834,1325155
7x2 + Q + T + 6,"pair=7;kickers=Q,T,6",4976,1325467
High card: AKT92,"ranks=A,K,T,9,2",6272,1325858
Kx2 + 9 + 8 + 3,"pair=K;kickers=9,8,3",3714,1326561
High card: AQ964,"ranks=A,Q,9,6,4",6426,1328195
Jx2 + Q + 8 + 3,"pair=J;kickers=Q,8,3",4105,1329621
